9.378152527,-0.249437544,-7.338329895,-2.238703572,-0.564004367,-0.688854261,-2.173265375,-1.209568182,-0.061816504,-0.208638176,-0.148192794,0.778582497,0.442852419,0.606681951,-0.221540722,0.973077317,-0.263211731,0.447115417,-1.247645342,-0.252010433,0.545505242,-0.066882918,-0.377867196,0.627398208,-0.167646225,-0.515569453,0.080198027,-0.235882864,-0.076090089,0.755856342,0.370036123,0.268400004,0.134193436,-0.119360994,-0.474176602,0.038994236
1.122057846,-0.776479545,-3.394320057,-2.605294827,-0.529846108,2.087922458,-0.042437769,-1.170115722,0.965712663,-0.458030091,0.864662033,-0.695833044,0.075967427,-0.953911732,0.122799893,-0.03295838,0.409996707,1.15176934,-0.031202564,-0.447777091,-0.556366122,0.128473832,-0.643082078,0.217083025,0.063934296,-0.397637583,0.235824892,-0.098241989,0.368128381,-0.586553846,-0.024261484,0.189377113,-0.301611242,-0.121186042,0.418313015,-0.397206816
-4.109808354,7.140352699,-2.402270295,-0.527050114,-0.594033319,1.145010478,-0.078447849,-0.84342373,-0.375130888,1.284175711,1.469716995,0.362270982,0.214074052,0.345169521,-0.275954244,-0.465027474,0.535269532,0.152370961,-1.939088587,0.228651311,0.623693024,-0.794480014,-0.472383589,-0.450172575,0.575185585,0.098306482,0.652812007,-0.058772004,0.002099469,0.125910779,0.202385167,0.953144796,-0.477306904,-0.069901804,-0.161626882,-0.029325828
-4.109808354,7.140352699,-2.402270295,-0.527050114,-0.594033319,1.145010478,-0.078447849,-0.84342373,-0.375130888,1.284175711,1.469716995,0.362270982,0.214074052,0.345169521,-0.275954244,-0.465027474,0.535269532,0.152370961,-1.939088587,0.228651311,0.623693024,-0.794480014,-0.472383589,-0.450172575,0.575185585,0.098306482,0.652812007,-0.058772004,0.002099469,0.125910779,0.202385167,0.953144796,-0.477306904,-0.069901804,-0.161626882,-0.029325828
9.411507079,-0.564327599,-2.311885002,-0.431174023,-1.986686082,-1.578652146,-2.754362989,-0.086812243,0.61048019,0.209071134,0.224426481,-0.826306029,-0.396296681,-0.187731306,-0.62600019,0.454357093,-0.880835812,0.123668433,-0.320193923,0.802849532,-0.417903807,0.489601898,-0.617855219,-0.360082835,-0.177305339,0.132265976,0.015886294,-0.177984771,-0.394777084,0.192257622,0.299228057,-0.206491518,-0.0888525,-0.359192222,-0.624116198,-0.664045306
-5.516483932,-7.423492472,-2.633199758,0.365478862,0.227575619,-0.903252313,-0.108891716,0.52867831,-1.391383413,-1.253759238,-1.205390541,-0.734349098,0.112735941,-0.114076029,-0.295967236,0.572764852,0.456486028,-0.638215965,0.831184333,0.420811935,0.483337854,-0.240229467,-0.074408894,-0.518164565,-0.56693828,0.233890345,-0.371173747,-0.329325467,-0.322005874,-0.453425661,-0.074857349,0.095106277,-0.196066803,-0.212089493,0.433944132,-0.04063611
-2.225508534,-1.013411284,-1.546464843,0.556054752,0.41900916,-0.661224962,1.671177989,0.169373641,-1.504820949,-1.181469794,-0.389548018,-1.610265257,1.795659981,0.104857685,-0.359419159,0.16727918,0.738855014,-0.300804036,0.088208104,-0.399162666,-0.29804297,-1.093993785,-0.24829403,0.155224997,0.073819201,-0.003790643,-0.538716828,-0.108152677,0.008929704,-0.097397635,-0.342394938,0.030172596,0.485711443,-0.069320261,-0.008997016,0.53425681
25.63277116,-14.66351499,2.00186565,5.280670812,0.068843528,-0.415930752,-2.355402659,1.004718313,-0.486639761,3.098763937,0.080020033,-0.825096565,0.016729031,0.521329593,-1.365753017,-0.643104712,-0.891740759,1.373342251,0.313921296,0.632061178,-0.261601552,0.80719636,0.88207408,-0.467312108,0.040319138,-0.398920826,0.163439394,-1.082546444,0.417378944,0.410037933,1.096977732,-0.580918667,0.001707997,-0.868123382,-0.010028417,0.356945759
6.930148975,-4.742572634,-0.582530102,-1.805551595,-0.082784457,1.49790441,0.842769803,0.180228693,0.338151169,0.591258697,0.233183599,-1.002580834,0.691283079,-0.527148033,-0.105501107,-0.237043259,0.050357478,0.765556631,-0.013834204,-1.00806134,-0.562990798,0.217488128,0.092272224,0.371318608,0.643887389,-0.16880868,-0.237150635,-0.302187532,0.165663019,-0.823683285,-0.074428431,0.090291454,0.191294584,0.667104652,-0.098444671,-0.494732956
2.685427399,3.233680097,-2.958979557,-1.251422022,0.084648251,-2.311251032,1.30769822,0.510309006,0.256150985,1.329374948,2.584139781,-0.418402734,0.868860517,1.005929238,-0.477781211,1.165163455,0.423074062,-0.784154529,-1.25135532,1.446412124,-0.577933012,0.448217186,1.066731752,1.242185791,-0.345090079,-0.164795808,0.074899667,0.822949035,-0.222079078,1.495765034,0.277745641,-0.08391428,-0.069442927,0.516756687,-0.024121829,0.062495662
1.64640579,-8.92323861,-1.098956442,-0.539197023,-0.12453534,-0.331598094,0.389156827,0.691494685,-0.551633978,0.438751138,-1.084899219,-0.554314239,0.599770694,0.206050718,0.157733412,0.058200621,-0.621522304,0.990958981,-0.764650524,0.628323821,0.236248811,0.274908367,-0.096883394,0.81449741,-0.729054504,0.423518137,-0.100385714,-0.411986885,0.045139438,-0.255535554,0.143705732,-0.300870665,0.184483116,0.11011933,-0.303242798,-0.393954493
-12.99918664,1.521969361,-1.369920592,-0.706434986,-0.9553256,1.275577292,-1.001451674,0.00795521,0.378836187,1.500367871,-0.102121397,-0.066534391,-0.986176853,0.039967689,0.213755415,-0.07412661,-0.520431441,0.708311608,-0.135311485,-0.326750532,-0.46082211,-0.095243712,-0.764823483,-0.33550292,0.960205339,-0.49845325,0.037312392,-0.797480325,0.138428478,-0.268808745,0.241648075,-0.515897046,-0.235081411,0.742036533,0.234968302,-0.174437422
